Checker,Annotaions,Comments,ReactCount,ReplyCount
,7,দুঃখ জনক ও কস্ট জনক বিষয়,4,
,7,প্রথমে ভাবছি আমার নাম বললো পুরাই shocked  হয়ে গেলাম!,70,1 reply
,7,খুব ঠান্ডা,111,1 reply
,7,আর এদিকে আপনার ডিএনএ টেস্ট করাতে চান আইনজীবী।,134,
,7,"এক গ্রামে এক কৃষকের গরু হারিয়ে গেছে। সারাদিন খোঁজা খুজি করে না পেয়ে শুষ্ক মুখে বাড়িতে ফিরে আসে, দাওয়ায় বসে পুত্রকে বলে ‘এক গ্লাস পানি দাও তো ভাই?’ স্ত্রী ছিলো রান্নাঘরে- এটা শুনে বলে ‘তুমি কি চোখের মাথা খেয়েছ? পাগল হয়ে গেলে যে ছেলে কে ভাই বলতেছ?’ জবাব…",17,2 replies
,7,ছােট বেলায় কত কষ্ট করে মাতৃভাষার সব ধরনের গালি শিখছিলাম।,8,
,7,তারিন আপুকে এই ভিডিও দেখানো উচিত,9,1 reply
,7,সত্য উদঘাঠনের ধরকার নাই। পৃথিবীর সবচেয়ে বড় আদালত হলো নিজের বিবেক। আল্লাহর কাছে দোয়া করি পরিমনির বিচার জেন আল্লাহ শক্ত ভাবে করেন।,4,5 replies
,7,সাইবার বোলিংয়ের ভয়ে কিছু বলতে পারতেছি না বুকের ভিতর জমে থাকা গালি গুলো তুমি পড়ে নিয়ো,4,4 replies
,7,এত জোরে চিল্লাই পরীমনি,5,
,7,পরীমনি আমার প্রশ্ন টা খুব মুল্যবান,,
,7,আপু ওটা high five emoji  Next time খেয়াল করবেন,1,
,7,ভোক্তা অধিকার দপ্তরে মামলা করা দরকার,,
,7,"উল্টা-পাল্টা কিছু লিখতেও পারিনা,",,
,7,পরীমনির ঘটনায় ডিএনএ টেস্ট করাতে চান আইনজীবী,5,
,7,এহনও পুন মারামারি গরিবি নে,2,
,7,কাল আপনার কিংবা আপনার পরিবারের জরুরী মুহূর্তে রক্তের প্রয়োজনে রক্তদাতা খুঁজে পেতে এখানে যুক্ত হতে পারেন।,3,
,7,ডিএনএ টেস্ট ছাড়া কি সত্য উদঘাটন হবে,2,
,7,"ফুটবলারের স্ত্রী সৃতি থেকে আজকের পরিমনী,",,
,7,"গুদ নাইট,",2,3 replies
,7,আমি ছবিটির নাম জানতে চেয়েছি,1,1 reply
,7,চলচিত্রে অভিনয় করার অভিজ্ঞতা কাজে লাগালেন।,,
,7,"পাম্প দি লাভ নাই ফেইজবুকুত ,বেজ্ঞিন দোষ তুর",1,2 replies
,7,ধারাবাহিক নাটকের কতো তম পর্ব চলছে,,
,7,- লজিকালি বাপারটা এমন না।,,
,7,জোতার বারির রিয়েক্ট দিতে মন চাইতাছে,,
,7,আপু  বলছি এইবার একটু প্রোফাইল পিক টা চেঞ্জ করা যায় না????,1,1 reply
,7,মা বোন নেই আপনাদের,1,
,7,ভুল করে হা হা পরে গেছে। কিছু মনে কইরেন না আফা,1,
,7,তারিন আপুর বাম কাঁধের ব্যাচ উল্টা করে লাগানো।,,7 replies
,7,আমরা খারাপ মন্তব্য করলে হেতির পাওয়ার ৪২০ হয়ে যায়,,
,7,"তুমি আছো তুমার তারিণ আপুকে নিয়ে, এদিকে কাল ব্রাজিলের ম্যাচ আছে সেই খবর আছে তোমার।",3,
,7,পোস্টে এতো হাহা পড়ার পরেও পোস্ট করতে লজ্জা করে না,,
,7,"পরীমনির ভয় নাই,",,1 reply
,7,ওনাকে কত টাকা দিয়ে রাজি করিয়েছেন একটু বলবেন,,
,7,এদেশের সবাই সুযোগ পেলে পাশা খেলতে চায়,,
,7,এই বিটির মাথায় কি সমস্যা আছে,,
,7,সে আবার পুলিশ হলো কবে,,
,7,এই নিউজ টা আর দেখতে ভালো লাগছে না,,
,7,আপু তোমার সত্য জানতে চেয়েছে।,1,9 replies
,7,নাক দিয়ে কি বের হয়েছিলো??,,1 reply
,7,এই পেজটাতে লাইক দিয়েই একটা বিপদে আছে। ঘুম থেকে উঠলে আর রাতে ঘুমাতে যাবার আগে এই পেজের ফালতু পোষ্ট গুলো সামনে আসে!,,
,7,ওরা নিশ্চয় আবারো বেরিয়ে আসবে__,,
,7,গায়ক নোবেলের লীড রোলে এখন তুমি..!!,3,
,7,ফেসবুকে স্ট্যাটাস দেওয়ার কারণ কি?,,
,7,তোর পোষ্ট কোন‌ হেডার লাগি আমার সামনে আসে বুঝি না।,,
,7,Pori Moni ঢাকায় আসছে ৭-৮বছর।,4,
,7,আপনার লেখাপড়া / শিক্ষার যোগ্যতা কি পাস?,,
,7,". ভাই,ভালো আছেন তো।",,
,7,কাজ হইবে না ও নিজেই ফাইসা যাইবে আবার,,
,7,"কচু..এত চিল্লাইয়া লাভ নাই! সাংবাদিকরা বিপক্ষে থাকলে কিছুই পারতো না, ।",,
,7,"তারিনকে বয়কট করলাম,এতো জানতাম একজন ভালো অভিনেতা,",1,
,7,"নাছিরউদ্দীন এর আইনজীবী পরি মনির ডিএনএ টেস্ট করানোর আবেদন করেছে,,,, ডিএনএ টেস্ট করানো ডাক্তার কে অগ্রিম  জানাচ্ছি,,,",1,1 reply
,7,এটা কি বললা পরিমনি আপু।।।,2,
,7,তুই পরি ৫ দিনের রিমানড এ পাঠিয়েছো নাসির কে তাও কি মনে শানতি আশে না এক এক জায়গায় এক এক নিউজ কিছু বুঝি না,,
,7,"আমার পিছনে দেখছেন জি আই তারের বেড়া , আমার ২৫ বিঘা বাগানের  চার পাশে এমন বেড়াতে কি কি গাছ ব বীজ লাগানো যায় , শুধু মাত্র অভিজ্ঞ ব্যক্তি দের পরামর্শ চায় ।",,4 replies
,7,আমাকে বাচান আমি কমেন্ট করমু,1,
,7,তারিন মনী আরেক আবাল প্লব হিরো ইন,,1 reply
,7,গাছ লাগান পরিবেশ বাচান,,11 replies
,7,কি করবা এখন,,
,7,তোমার সেম কাহিনী,1,
,7,হস্তমৈথুন করলে লিঙ্গের মারাত্নক ক্ষতি হয়।তাই হস্তমৈথুন বাদ দিয়ে মেয়েদের কৃত্রিম সোনা ব্যবহার করুন।একদম ১৮ বছরের কচি মেয়ের স্বাদ পাবেন এটাতে।জীবন্ত মেয়ের মতো মজা পাবেন কৃত্রিম সোনাতে।এটা ১ হাত লম্বা।এটা অাপনি ৫ বছর ব্যবহার করতে পারবেন।  দাম মাত্র  ২৫০…,,
,7,~এটা তোমার কোন বন্ধু হতে পারে,3,1 reply
,7,"পরিমনির খবরটা শুনে ভীষণ উদ্ধিগ্ন হয়ে আছি। ঠিক 'উদ্ধিগ্ন' না, এখানে অন্য একটা শব্দ হবে আসলে। লজ্জায় বলতে পারছি না। বাচ্চা একটা মেয়ে। এত চাপ সহ্য করার ক্ষমতা নেই। মেয়েটা ফেসবুকে এসে মা মা করে কাঁদছে। খুব ব্যথা পেয়েছে নিশ্চয়ই !!!",3,1 reply
,7,"থলের বিড়াল কিন্তু বেড়িয়ে এসেছে, এসব বলে আর কোন ফায়দা নাই",3,
,7,"শাকিব,",3,5 replies
,7,"ভাই বুঝলানারে,",6,
,7,ওমাহ্ এটা কোন দেশের সিনেমা হল সব কিছু লকডাউন আর সিনেমা হল খোলা ভাবা যায়,,2 replies
,7,"কষ্ট পাইলাম চট্টগ্রাম শহরে হলে আসলো না, আমি চাইছিলাম আমার বন্ধুদের নিয়ে দেখবো",1,3 replies
,7,নবাব এলএল.বির জন্য,1,
,7,এরা কারা কোথা থেকে এলো এরা...,6,11 replies
,7,নিজেদের কিছু লোক দিয়ে ভিডিও বানিয়ে ভালোই প্রচারণা চালানো হচ্ছে তাই না??,2,
,7,আজকে আবার যাচ্ছি বস সিনেপ্লেক্সে..!,,8 replies
,7,করোনার সময়ে আবার মুভি কিসের?,,1 reply
,7,আপনার গুলশানের বাড়িটার জন্য লাখ টাকা জরিমানা দিয়েছেন কেন এটাতো তারা শুধু শুধুই নিচ্ছে,2,2 replies
,7,"প্রত্যেক লোকই একদিন খবরে মাটি হয়ে যাবে, তবে তার হাতের লেখা চির কাল থাকবে! সুতরাং",2,1 reply
10,7,সিনেমা হলে করোনা নাই,,2 replies
,7,আমাদের  এখানেও হল বন্ধ ভাই,,6 replies
,7,"ভালো চবি মুক্তি পেয়েছে, লাব হইছেকি, সোমবার থেকে লকডাউন",1,1 reply
,7,চিত্রা মহলে আসবে কি সিনামাটা,3,2 replies
,7,নবাব অন্যের জবাব,2,1 reply
,7,শাকিব খান,1,1 reply
,7,"বর্তমান সময়ের সিনেমা  হল ,মানে সব পাগলের দল.",3,1 reply
,7,সিনেমা হলে তো এখন মানুষ যায়না,,1 reply
,7,ঐ সাকিব খান একটা সিনেমা বানিয়ে দেকা,4,2 replies
,7,নবাব জন্য  রইল,1,
,7,করোনার ভিতর কিসের সিনেমা,,6 replies
,7,শাকিব আঙ্কেলের বাড়িতে আমি যাব,,
,7,পাশের হলে না আসাতে এখনও হলে গিয়ে দেখতে পারলাম না,,
,7,"কক্সবাজারের ঘুরতে গিয়ে অনেকে দালাল দ্বারা প্রতারিত হয়। তাই পর্যটকরা যাতে প্রতারিত না হয় সে জন্য  পর্যটকদের সুবিধার্থে বিভিন্ন হোটেল রিসোর্টের রেন্ট, ও রেস্টুরেন্টের দাম খাবারের মান, সুযোগ সুবিদা,ও পর্যটন স্পটের   তথ্য পেতে এই গ্রুপে জয়েন করুন।…",,1 reply
,7,নবাব চলছে নবাব এর মতই,,
,7,আজ দেখবো সন্ধ্যা ৬ টা হইতে রাত ৯ টা শো।,1,4 replies
,7,এ দেখেছি।ভাবছিলাম যাবো কিন্তু করোনা পরিস্থিতিতে আর হলো না!,1,6 replies
,7,- গরু বিক্রি করে বাড়িতে ওয়াইফাই লাগাইছি...!!..,,1 reply
,7,বস অপারেশন অগ্নি পথ ছবি চাই,1,
,7,"সাকিব ভাইয়া,",1,1 reply
,7,আমার ২১বছর বয়সে মাত্র ৩বার সিনেমা হলে গেছি তাও বন্ধু বান্ধব এর কথা রাখতে,,
,7,কালকে দেখে আসলাম,2,
,7,হুম আমিও দেখি ঢাকা সৈনিক ক্লাবে অনেক লোকজন ছিলো,,1 reply
,7,আমাদের এখানে তো সিনেমা হলই নেই,2,2 replies
,7,এই দিকে আমার দেখা শেষ তিন মাস আগে।,2,
,7,দেখার অপেক্ষায়,1,1 reply
,7,মানুষ মরে করোনায় আর তুমি আছ মিয়া তোমার নবাব নিয়া,2,2 replies
,7,"সিনেমা হলে যারা যায়,",3,1 reply
,7,এত আধুনিক যুগেও মানুষ হলে গিয়ে সিনেমা দেখে,1,
,7,ব্রেকিংনিউজ,,1 reply
,7,নবাব এলএলবি বাজি মুভি,,
,7,অনেক আগেই দেখছি।,,
,7,আমি ও দেখছি বস্,,1 reply
,7,আমিও  বস্  ময়মনসিংহ  থেকে দেখে আসলাম নবাব এল এল বি,,5 replies
,7,"লাভ নাই লকডাউন, শাটডাউন ও বুকডাউন দিচ্ছে সরকার। টিকট কিনলে বিপদে আছে",,2 replies
,7,ছবির নাইকা কে??,1,
,7,শাকিব খানের শাহেনশাহ মুভি দেখতে চাইলে ইনবক্সে নক করো,1,3 replies
,7,বস কিং খান শাকিব খান,20,2 replies
,7,"মহারাজ,,",5,
,7,ভাই আমাদের এই খান কার সিনেমা হল তো বন্ধ,8,3 replies
,7,আমার পেইজ টি থেকে ঘুরে আসোন,3,
,7,"আব্দুর রহমান,,, তুমি তো ফাটাইয়া দিছস বন্ধু,,,",3,1 reply
,7,ভক্তের অভাব নাই।।,3,
,7,আমি কেমনে বুঝাবো,6,1 reply
,7,স্কুল খোলা রাখলে করোনা হবে,10,
,7,আসসালামু আলাইকুম। পোস্ট টি করতে খুব লজ্জ্বাবোধ করতেছি কিন্তু পরিস্থিতির শিকার হয়ে করতে হচ্ছে। আমরা পরিবারে ৫ জন। লকডাউনে চাকরি হারিয়েছি ।  ঘরে পরিবারের খাবার এর খরচ চালাতে খুব কষ্ট ।ঘরে আমার ৬ মাসের বাচ্চা মেয়ের দুধ শেষ । যে সঞ্চিত অর্থছিলো সেটাও শেষ। …,6,4 replies
,7,সুপারস্টার বলে কথা,,1 reply
,7,যারা টাইপোগ্রাফি ভালোবাসেন তাঁরা পেইজটা ফলো করতে পারেনঃ,1,1 reply
,7,"ভাইরে আমার মোবাইলে মুভিটি পরে আছে, দেখার রুচি আসছে না, দেখার জন্য,  সেখানে কোন পাগলে টাকা নষ্ট করে হলে গিয়ে দেখছে!",,
,7,রংপুর মেডিকেল কলেজ হাসপাতালে ভর্তি হওয়া,1,1 reply
,7,নবাব মানে অন্যায়ের জবাব,3,
,7,কাল আপনার বা আপনার পরিবারের জরুরী মুহূর্তে রক্তের প্রয়োজনে রক্তদাতা খুঁজে পেতে এখানে যুক্ত হতে পারেন,6,
3,7,বস,2,
,7,আনেক আশা নিয়া বলছি আপুকে আবার বিয়ে করো। জয়কে একা করোনা,2,
3,7,বস,2,
,7,অনেক দর্শক তো,1,
,7,এই গানটি শুনুন,3,
,7,সব হলতো বন্ধ,,4 replies
,7,অবিরাম।।।,,
,7,দেখা শেষ,1,
3,7,বস,,3 replies
,7,(শাহেনশাহ) ,1,
,7,হ ভাই,2,
,7,ডানে গরু,1,3 replies
,7,অতঃপর শাকিব ব্রো ধর্ষকে তার ভাইকে দিয়েই ফাসি দেওয়ায়।,,
,7,দুঃখজনক,,
,7,~ফেইসবুক না করলে জানতামই না,1,1 reply
,7,অপূর্ব সুন্দর সব রিসোর্ট ভিজিট করতে চাইলে আমাদের পেইজ টি থেকে ঘুরে আসুন,,2 replies
,7,আমাদের জীবন টা এখন আছে কিছুক্ষণ পরে নাও থাকতে পারে তাই প্রভুর পথে ফিরে আসুন,,
,7,পুরো ছবিতো একটু একটু করে দেইখাই ফালাইলাম!,,
,7,এই কারনেই মনে হয় অপু বিশ্বাস স্বাধীন,1,
,7,এই ছবি এখন আর ভালো লাগেনা,1,2 replies
,7,মেয়েরা যদি বেপর্দা,,
,7,রয়ে গেছে সেই ভালোবাসার এখনও..... শুধু প্রকাশ্যে আর দেখায় না,,1 reply
,7,আপনারা নায়কেরা যে অভিনয় জগতে চান্স দিয়ে তাদের দর্শন করেন,,
,7,শাকিব খানকে যারা বিয়ে করবেন আমাকে বলিয়েন আমি রেডি হয়ে আছি কাজি  সেজে,1,2 replies
,7,তো আপনারা কি তাদের স্বাধীনতা দিচ্ছেন??,1,
,7,আচ্ছা আমি বীর সিনেমা টি ইউটিউবে দেখতে পাচ্ছি না কপন,,
10,7,সা মা  জি ক   দু র ত্ব    ব জা য়   রে খে   ফা ক   ফা ক   ক রে   ক মে ন্ট   ক রু ন,2,
,7,এই ছবির নাম কি??,,1 reply
,7,"অস্ট্রেলিয়া চাচ্ছিল, টাইগারদের সাথে এই সিরিজ টি বাতিল করতে।নিজেদের  মাটি তে বাংলাদেশ বিশ্বের যেকোন দলের জন্য ভয়ংকর।এটা অস্ট্রেলিয়ার ও অজানা নয়।তাই অজিরা  বাঙালিদের কাছে সিরিজটি যদি হেরে যায়, তবে সেটা হবে অজিদের জন্য বড় ধরনের লজ্জা।সিরিজটি বাতিল করার জন…",1,1 reply
,7,সালের নিয়োগ বিজ্ঞপ্তি আমাদের অনলাইন জবে কিছু মেম্বার নেওয়া হচ্ছে,2,
,7,আধুনিক পৃথিবীতে প্রবাসী এবং স্মার্ট তরুন ও তরুণীদের প্রথম পছন্দ অনলাইন জব এবং নেটওয়ার্ক মার্কেটিং। অনলাইন জব এবং নেটওয়ার্ক মার্কেটিংয়ের  মাধ্যমে আপনি অল্প সময়ের মধ্যেই কাংখিত সাফল্য অর্জন করতে পারেন। কোন প্রকার ইনভেস্ট এবং অভিজ্ঞতা ছাড়াই সারা বিশ্বে গড়…,1,
,7,ব্রাজিল ফাইনালে গেছে শাকিব,1,
,7,অ্যাপ ইনস্টল করে মাত্র কয়েক দিনে বিকাশে বুঝে নিন আনলিমিটেড টাকা।,3,
,7,যেমন তুমার এক্স,1,
,7,"সম্মানিত ভাই/ বোন , আসসালামু আলাইকুম, আপনারা যারা কোর্ট ম্যারেজ করতে চান । আপনাদের জন্য  আমাদের সেবাসমূহ।",,
3,7,বস,,5 replies
,7,দেখছি ভাই,1,
,7,আচ্ছালামুয়ালাইকুম স্যার। এইটা কি ফেক পেইজ নাকি স্যার!? আপনি কিন্তু চাইলে একটা জিডি করে আমাদের কাছে অভিযোগ করতে পারেন।,450,70 replies
,7,এর থেকেও খারাপ হবে কারণ আফগানিস্তানের শুধু সেখানকার দালাল পালাচ্ছে বাংলাদেশে লোকাল দালাল ছাড়াও অন্যদেশের দালালও আছে অনেক,139,2 replies
,7,কথা সত্য কিন্তু দুঃখের বিষয় হলো সেই সুষ্ঠ নির্বাচন বাংলাদেশের জনগণ আর কখনোই দেখবে না,71,13 replies
,7,"আফগানিস্তান তালেবান এগুলো আমার কাছে খুব একটা গুরুত্বপূর্ণ ইস্যু না,",86,7 replies
,7,"অর্থাৎ আফগানিস্থানে যারা পালাচ্ছে তাদেরকে আপনি আওয়ামী লীগের নেতাকর্মীদের সঙ্গে তুলনা করেছেন,, আর যাদের ভয়ে পালাচ্ছে তারা হচ্ছে তালেবান জঙ্গি,, মানে জামাত-বিএনপি।",146,13 replies
,7,কাবুলে কি নির্বাচনের মাধ্যমে গনতান্ত্রিক সরকার ক্ষমতায় এসেছে স্যার? আপনার কথা অনুযায়ী দেশে সুষ্ঠু নির্বাচন হলে গনতান্ত্রিক সরকার হবে। তাহলে মানুষ দেশ ছেড়ে পালাবে কেন?  দেশে নির্বাচনের মাধ্যমে গনতান্ত্রিক সরকার চাচ্ছেন নাকি অ গনতান্ত্রিকভাবে দখল করা জঙ্…,36,
,7,উনি বাংলাদেশেও এই ধরনের পরিস্থিতির স্বপ্ন দেখেন। এটা কি কোন প্রথম শ্রেনীর ব্যক্তির কথা হতে পারে। বাই দ্যা ওয়ে আমি রাজনীতি করিনা এবং রাজনীতি নিয়ে আমার কোন আগ্রহ নেই। কিন্তু এই ধরনের জনপ্রিয় ব্যক্তিগুলা যদি এরকম কথা বলে তাহলে দাঁড়ায় একটা এখন যারা লীগ করে…,79,22 replies
,7,বিশ বছর পরে স্বাধীন হওয়ার পর আফগান মানুষের কোনো আনন্দ মিছিল নেই কেন? বলেন দেখেছেন জনগনের কোন  আনন্দ। আল জাজিরার রিপোর্টে এই তালেবানের প্রতি ৮৫% মানুষের অনাস্থা ছিল।,42,10 replies
,7,"সুষ্ঠু নির্বাচন বলতে যদি শুধু ক্ষমতার পরিবর্তনই বোঝেন, তাহলে একবার ভাবুন, মনের গহীনে কাদের জন্যে শুভাকাঙ্ক্ষা জমিয়ে রেখেছেন!",37,1 reply
,7,কাবুল বিমানবন্দরে তো সাধারণ মানুষই ছিল। তার মানে বলতে চাচ্ছেন দেশে সুষ্ঠু নির্বাচন হলে সাধারণ মানুষের এই পরিস্থিতি হবে? তাইলে তো স্যার নির্বাচন না দেওয়াই ভালো।,47,5 replies
,7,"আফগুনুস্তানে এখন গণতন্ত্রের বিকাশ ঘটেছে, আরো কয়েকবছরের মধ্যে আফগানিস্তান হবে পিথিমির ১ নম্বর গণতান্ত্রিক রাষ্ট্র।",15,1 reply
,7,ইংল্যান্ড সাংবাদিক ও গুপ্তচর ইভোন রিডলের বই থেকে:,35,2 replies
,7,"আপনার কথা শুনে মনে হচ্ছে, আওয়ামীলীগ বানের জলে ভেসে আসা কোনো এক খড়কুটো, যে কেউ এসে ভাসিয়ে নিয়ে যাবে",34,10 replies
,7,দেশে অরাজকতা সৃষ্টির লক্ষ্য উদ্দেশ্য নিয়ে সোশ্যাল মিডিয়ায় মাধ্যেমে জাতির কাছে উস্কানিমূলক মেসেজ দেওয়ার কারনে এসব শিক্ষিত গৌভর কে গ্রেফতার করে কাশিমপুর কারাগারে প্রেরন করা দরকার দেশ ও জাতির স্বার্থে।,18,
,7,"গতকাল কাবুলের নিউজ টা দেখার পর থেকে ভাবতেছিলাম এমন একটা পোস্ট করি,কিন্তু পোস্ট করলে ডিজিটাল মামলা এরেস্ট হয়ে জঙ্গি বাদ খেতাব আমার ফ্যামিলির উপর আসতে পারে,এ ভয়ে পোস্ট করা থেকে বিরত থাকি। স্যার আপনি বরাবরি সাহসিকতার পরিচয় দেন।",90,3 replies
,7,শুধু বিমান বন্দ‌রে নয় স‌্যার সবগু‌লো স্হল বন্দ‌রেও একই দৃশ‌্য প্রতিয়মান হ‌বে ব‌লে আশা করি।,11,3 replies
,7,মাঝে মাঝে চিন্তা করি এই দেশের অবস্থা এমনি হওয়া উচিত কারণ আপনার মত শিক্ষক যখন জঙ্গিবাদকে পিছন দিয়ে সমর্থন করেন। নিজেকে যে কত শিক্ষিত আর চালাক মনে করেন।,6,
,7,দু দিন আগে টিভি ভাষন দিয়ে আশরাফ গানির এভাবে পালিয়ে যাওয়ার দৃশ্য বিশ্ববাসী  দারুন গুরুত্বসহকারে দেখেছেন।,2,
,7,দেশে সুষ্ঠু নির্বাচন দেওয়ার পরও যদি সাধারণ মানুষ ও নির্বাচনে যারা হারবে তাদের জীবন যদি বিপন্ন বা অনিরাপদ হয়ে পড়ে।,2,2 replies
,7,আশা ই মানুষকে বাচিঁয়ে রাখে সেটা আপনাদের মত শিক্ষকরাই বলে থাকেন।আশা রাখতেই পারেন।তবে আপনাদের দল যে জঙ্গীদের দল সেটা আপনার লেখা দ্বারায় ই বোঝা যায়।আপনারা যদি ক্ষমতায় যান তাহলে সাধারণ মানুষকে হয়রানি করবেন এটাই আপনার মূল লক্ষ তাই না?আবগানরা কোরআন কে বুকে ধ…,3,
,7,আওয়ামী লীগ ভালো বলে আপনি এখনো সুস্থ আছেন,4,2 replies
,7,আসিফ ভাই তালেবানরা নির্বাচন করে আসে নি।দেশাত্ববোধের সর্বোচ্চ ত্যাগে উজ্জীবিত হয়ে লড়াই করে এসেছে।আর আমরা --------!!!,3,
,7,"আপনাদের কপাল ভাল হাসিনা প্রাইম মিনিস্টার, না হয় যেইসব লেখা ও সাউন্ড করেন এইসব খালেদার বিরুদ্ধে করলে খালেদা আপনাদের ফ্যামিলি সহ ১৫ আগস্ট এ-র মত করে দিত,",4,
7,7,শিকার করলেন আপনাদের আদর্শের সাথে তালেবানের আদর্শ মিল আছে তাহলে,7,
,7,"২০০৪ সালে মুহুর্মুহু মুহুর্মুহু গ্রেনেড হামলার পরও যে দলের নিরস্ত্র নেতাকর্মীরা পালিয়ে না গিয়ে প্রতিরোধের দেওয়াল গড়ে তুলে, যে দলের নেতাকর্মীরা মানব ঢাল তৈরী করে নেতার জীবন রক্ষা করে, যে দলের সর্বোচ্চ নেতার আহবানে ২০০৬ সালের ২৮ অক্টোবর নেতাকর্মীরা লগিবৈ…",2,
,7,"তাহলে বুঝেন, আওয়ামী লীগ ছাড়া অন্যকেউ ক্ষমতায় এলে এ দেশের কি অবস্থা হবে!!!!",4,4 replies
,7,আমেরিকা সবসময় সুদূরপ্রসারী চিন্তা করে কাজ করে। আফগানিরা নিশ্চয় আমেরিকা যাবার লোভনীয় সুযোগ হাতছাড়া করতে চাইছে না। তাই তারা পাড়ি জমাচ্ছে যদিও ক্ষমতাসীন তালেবানরা সাধারণ ক্ষমা ঘোষণা করেছে।,1,
,7,তালেবান এটা প্রমান করেছে ভালো কিছু করতে হলে লড়াই করতে হয়,,
,7,মিঃ আফিন সাহেব ব্রেকিং নিউজ,,
,7,"দেশে যতবার জঙ্গী ধরা বা মারা হয়েছিল গত  ১০ বছরে প্রায় সব ঘটনায় এই আসিফ নামক চ্যার নিন্দা প্রকাশ করেছেন ,উনার ধারণা এরা ইসলামিক যোদ্ধা কোনো জঙ্গী নয়,",1,
,7,"কাবুল থেকেও ভয়ংকর অবস্থা হবে, কারণ ওখানে পর্যাপ্ত যাতায়াত ব্যবস্থা ছিল, যা আমাদের দেশে নাই।",1,3 replies
7,7,বাংলাদেশের মানুষ এমন কোনো সরকার কে ক্ষমতায় চায় নাহ যারা ক্ষমতায় আসলে বাংলার মেহনতী মানুষ দেশ ছেড়ে পালানোর চিন্তা করবে৷ !,1,
,7,তালিবানেরা দেশকে পশ্চিমা শক্তি থেকে মুক্ত করেছে ভাল কথা। একটি দুর্নীতিবাজ ও পশ্চিমাদের দালাল সরকার উৎখাত করে তারা এখন দেশের রাস্ট্রক্ষমতায়। ইসলামী শরীয়াহ মোতাবেক তারা দেশ পরিচালনা করুক ভাল কথা। কিন্তু তারা যদি শরীয়াহ আইনের বাইরে গিয়ে বেশী বাড়াবাড়ি করে …,1,
,7,"যে সময়ে সরকারদলীয় এমপি মন্ত্রী থেকে শুরু করে আমলারা পর্যন্ত দূর্নীতির মহোৎসবে ব্যস্ত, দেশের এই ক্রান্তিলগ্নে  এসেও যেখানে জিয়াউর রহমানের মরনোত্তর শাস্তি দাবি করা হয়, সেদেশে আসিফ নজরুলদের মতো প্রগতিশীলদের সাথে এরকম হওয়াটাই স্বাভাবিক।",,
,7,"এসব ভয় না দেখিয়ে সরকারকে  একটা সুষ্ঠ,অবাধ নির্বাচন দিতে উৎসাহ করুন! বাংলাদেশের বিগত নির্বাচনের আচরন আপনাদের উপর ও দ্বায় বর্তায়!!",1,
,7,"স্যার, আমাদের দেশের মানুষের একটা বড় অংশ আছে যারা মাগনা খেতে স্বাচ্ছন্দবোধ করে। এদের জন্য বড় বড় দেশের মালিকরা যদি তাদের সীমানা কিংবা বিমান বন্দরে লঙ্কর খানা খুলে দেয় তাতে কারো আপত্তি থাকার কথা নয়।",,
,7,সত্যি এমন হলে অনেকেই আমেরিকা যাওয়ার জন্য প্লেনের পাখাই হলেও প্লেনে উঠবে....কারণ সেখানকার জীবনযাত্রার মান অন্য দেশ গুলোর থেকে কিছুটা ভালো...আর কিছু মানুষ ত উঠবে যারা জীবনে টাকার ওভাবে প্লেনে উঠতে পারে নাই..যাই এবার একটু ফ্রি ফ্রি বিদেশ সফর করে আস…,,
,7,আওয়ামী লীগ তার বিরোধীদের প্রতি কতটা সহনশীল এবং মত প্রকাশের ক্ষেত্রে দেশের নাগরিকগণ কতটা স্বাধীনতা ভোগ করছেন ?,1,1 reply
8,7,"স্যার, আপনি তখন কোথায় অবস্থান করবেন ?",2,
,7,"উনি মনে করেন উনি ছাড়া এই ভূখণ্ডে আর কোন শিক্ষিত, জ্ঞানী, পন্ডিত লোক নেই! উনি বিরোধী দলীয় প্রধান হিসেবে সুষ্ঠ নির্বাচন করবেন অতি শীগ্রই!",1,
,7,"বিনা পাসপোর্টে বিনা ভিসায় কে না যাবে সুযোগ পেলে,,,,,,,? বিমানের ভিতরকার ছবি দেখে মুগ্ধ হলাম এরকম ছবি সারা জীবনে একবারই আসে।।",1,
7,7,তবে নির্বাচিত সরকারের ভয়ে নয় গণধোলাইয়ের ভয়ে,,
7,7,"সবাই ধরে নিয়েছি, সুষ্ঠু নির্বাচন হলে আওয়ামী লীগ ক্ষমতায় আসার সম্ভাবনা নাই। কেন ভাই আমি তো মনে করি  আওয়ামী লীগের আত্মবিশ্বাস আর ও বেশী থাকা উচিত।",1,1 reply
,7,অনেকে অবশ্য বিকল্প পথেও হাটতে পারে....,,
7,7,"ভোটারকে কষ্ট করে ভোট কেন্দ্রে যাওয়া লাগেনা,ভোট এমনি ওমনি হয়ে যায়। সুতরাং  এর চেয়ে নির্ভেজাল ভোট প্রক্রিয়া বিশ্বের আর কোথাও আছে বলে আমার মনে সন্দেহ জাগে।",1,1 reply
